County,Year,Crime,Arrests,Age Group,Which,Year group,Rate
Elbert,1992,Larceny/Theft,9,Adult,Property,1992-1994,12.06
Elbert,1992,Larceny/Theft,9,Juvenile,Property,1992-1994,59.02
Elbert,1992,Motor Vehicle Theft,1,Adult,Property,1992-1994,1.34
Elbert,1992,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Elbert,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Elbert,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Elbert,1992,Robbery,0,Adult,Violent,1992-1994,0
Elbert,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Fremont,1992,Aggravated Assault,94,Adult,Violent,1992-1994,35.73
Fremont,1992,Aggravated Assault,14,Juvenile,Violent,1992-1994,39.59
Fremont,1992,Arson,3,Adult,Property,1992-1994,1.14
Fremont,1992,Arson,8,Juvenile,Property,1992-1994,22.62
Fremont,1992,Burglary,9,Adult,Property,1992-1994,3.42
Fremont,1992,Burglary,21,Juvenile,Property,1992-1994,59.39
Fremont,1992,Drug Violations,44,Adult,Drug,1992-1994,16.72
Fremont,1992,Drug Violations,7,Juvenile,Drug,1992-1994,19.8
Fremont,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Fremont,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Fremont,1992,Larceny/Theft,68,Adult,Property,1992-1994,25.84
Fremont,1992,Larceny/Theft,75,Juvenile,Property,1992-1994,212.1
Fremont,1992,Motor Vehicle Theft,7,Adult,Property,1992-1994,2.66
Fremont,1992,Motor Vehicle Theft,8,Juvenile,Property,1992-1994,22.62
Fremont,1992,Murder/Manslaughter,1,Adult,Violent,1992-1994,0.38
Fremont,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Fremont,1992,Robbery,2,Adult,Violent,1992-1994,0.76
Fremont,1992,Robbery,2,Juvenile,Violent,1992-1994,5.66
Garfield,1992,Aggravated Assault,22,Adult,Violent,1992-1994,9.69
Garfield,1992,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Garfield,1992,Arson,0,Adult,Property,1992-1994,0
Garfield,1992,Arson,1,Juvenile,Property,1992-1994,2.84
Garfield,1992,Burglary,4,Adult,Property,1992-1994,1.76
Garfield,1992,Burglary,2,Juvenile,Property,1992-1994,5.68
Garfield,1992,Drug Violations,21,Adult,Drug,1992-1994,9.25
Garfield,1992,Drug Violations,6,Juvenile,Drug,1992-1994,17.05
Garfield,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Garfield,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Garfield,1992,Larceny/Theft,90,Adult,Property,1992-1994,39.64
Garfield,1992,Larceny/Theft,71,Juvenile,Property,1992-1994,201.7
Garfield,1992,Motor Vehicle Theft,17,Adult,Property,1992-1994,7.49
Garfield,1992,Motor Vehicle Theft,13,Juvenile,Property,1992-1994,36.93
Garfield,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Garfield,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Garfield,1992,Robbery,1,Adult,Violent,1992-1994,0.44
Garfield,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Gilpin,1992,Aggravated Assault,26,Adult,Violent,1992-1994,104.97
Gilpin,1992,Aggravated Assault,2,Juvenile,Violent,1992-1994,59
Gilpin,1992,Arson,0,Adult,Property,1992-1994,0
Gilpin,1992,Arson,0,Juvenile,Property,1992-1994,0
Gilpin,1992,Burglary,1,Adult,Property,1992-1994,4.04
Gilpin,1992,Burglary,4,Juvenile,Property,1992-1994,117.99
Gilpin,1992,Drug Violations,22,Adult,Drug,1992-1994,88.82
Gilpin,1992,Drug Violations,0,Juvenile,Drug,1992-1994,0
Gilpin,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Gilpin,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Gilpin,1992,Larceny/Theft,30,Adult,Property,1992-1994,121.11
Gilpin,1992,Larceny/Theft,16,Juvenile,Property,1992-1994,471.98
Gilpin,1992,Motor Vehicle Theft,3,Adult,Property,1992-1994,12.11
Gilpin,1992,Motor Vehicle Theft,1,Juvenile,Property,1992-1994,29.5
Gilpin,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Gilpin,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Gilpin,1992,Robbery,0,Adult,Violent,1992-1994,0
Gilpin,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Grand,1992,Aggravated Assault,19,Adult,Violent,1992-1994,29.28
Grand,1992,Aggravated Assault,1,Juvenile,Violent,1992-1994,10.58
Grand,1992,Arson,2,Adult,Property,1992-1994,3.08
Grand,1992,Arson,0,Juvenile,Property,1992-1994,0
Grand,1992,Burglary,5,Adult,Property,1992-1994,7.7
Grand,1992,Burglary,0,Juvenile,Property,1992-1994,0
Grand,1992,Drug Violations,12,Adult,Drug,1992-1994,18.49
Grand,1992,Drug Violations,2,Juvenile,Drug,1992-1994,21.16
Grand,1992,Forcible rape,1,Adult,Violent,1992-1994,1.54
Grand,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Grand,1992,Larceny/Theft,14,Adult,Property,1992-1994,21.57
Grand,1992,Larceny/Theft,1,Juvenile,Property,1992-1994,10.58
Grand,1992,Motor Vehicle Theft,4,Adult,Property,1992-1994,6.16
Grand,1992,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Grand,1992,Murder/Manslaughter,1,Adult,Violent,1992-1994,1.54
Grand,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Grand,1992,Robbery,0,Adult,Violent,1992-1994,0
Grand,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Gunnison,1992,Aggravated Assault,7,Adult,Violent,1992-1994,8.16
Gunnison,1992,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Gunnison,1992,Arson,0,Adult,Property,1992-1994,0
Gunnison,1992,Arson,0,Juvenile,Property,1992-1994,0
Gunnison,1992,Burglary,4,Adult,Property,1992-1994,4.66
Gunnison,1992,Burglary,0,Juvenile,Property,1992-1994,0
Gunnison,1992,Drug Violations,69,Adult,Drug,1992-1994,80.39
Gunnison,1992,Drug Violations,2,Juvenile,Drug,1992-1994,22.62
Gunnison,1992,Forcible rape,4,Adult,Violent,1992-1994,4.66
Gunnison,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Gunnison,1992,Larceny/Theft,60,Adult,Property,1992-1994,69.91
Gunnison,1992,Larceny/Theft,9,Juvenile,Property,1992-1994,101.81
Gunnison,1992,Motor Vehicle Theft,2,Adult,Property,1992-1994,2.33
Gunnison,1992,Motor Vehicle Theft,1,Juvenile,Property,1992-1994,11.31
Gunnison,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Gunnison,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Gunnison,1992,Robbery,0,Adult,Violent,1992-1994,0
Gunnison,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Hinsdale,1992,Aggravated Assault,2,Adult,Violent,1992-1994,48.66
Hinsdale,1992,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Hinsdale,1992,Arson,0,Adult,Property,1992-1994,0
Hinsdale,1992,Arson,0,Juvenile,Property,1992-1994,0
Hinsdale,1992,Burglary,0,Adult,Property,1992-1994,0
Hinsdale,1992,Burglary,0,Juvenile,Property,1992-1994,0
Hinsdale,1992,Drug Violations,0,Adult,Drug,1992-1994,0
Hinsdale,1992,Drug Violations,0,Juvenile,Drug,1992-1994,0
Hinsdale,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Hinsdale,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Hinsdale,1992,Larceny/Theft,0,Adult,Property,1992-1994,0
Hinsdale,1992,Larceny/Theft,0,Juvenile,Property,1992-1994,0
Hinsdale,1992,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Hinsdale,1992,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Hinsdale,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Hinsdale,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Hinsdale,1992,Robbery,0,Adult,Violent,1992-1994,0
Hinsdale,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Huerfano,1992,Aggravated Assault,4,Adult,Violent,1992-1994,8.6
Huerfano,1992,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Huerfano,1992,Arson,0,Adult,Property,1992-1994,0
Huerfano,1992,Arson,0,Juvenile,Property,1992-1994,0
Huerfano,1992,Burglary,0,Adult,Property,1992-1994,0
Huerfano,1992,Burglary,0,Juvenile,Property,1992-1994,0
Huerfano,1992,Drug Violations,3,Adult,Drug,1992-1994,6.45
Huerfano,1992,Drug Violations,0,Juvenile,Drug,1992-1994,0
Huerfano,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Huerfano,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Huerfano,1992,Larceny/Theft,15,Adult,Property,1992-1994,32.27
Huerfano,1992,Larceny/Theft,9,Juvenile,Property,1992-1994,118.11
Huerfano,1992,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Huerfano,1992,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Huerfano,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Huerfano,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Huerfano,1992,Robbery,0,Adult,Violent,1992-1994,0
Huerfano,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Jackson,1992,Aggravated Assault,0,Adult,Violent,1992-1994,0
Jackson,1992,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Jackson,1992,Arson,0,Adult,Property,1992-1994,0
Jackson,1992,Arson,0,Juvenile,Property,1992-1994,0
Jackson,1992,Burglary,0,Adult,Property,1992-1994,0
Jackson,1992,Burglary,0,Juvenile,Property,1992-1994,0
Jackson,1992,Drug Violations,0,Adult,Drug,1992-1994,0
Jackson,1992,Drug Violations,0,Juvenile,Drug,1992-1994,0
Jackson,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Jackson,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Jackson,1992,Larceny/Theft,0,Adult,Property,1992-1994,0
Jackson,1992,Larceny/Theft,0,Juvenile,Property,1992-1994,0
Jackson,1992,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Jackson,1992,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Jackson,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Jackson,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Jackson,1992,Robbery,0,Adult,Violent,1992-1994,0
Jackson,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Jefferson,1992,Aggravated Assault,391,Adult,Violent,1992-1994,11.44
Jefferson,1992,Aggravated Assault,152,Juvenile,Violent,1992-1994,28.84
Jefferson,1992,Arson,13,Adult,Property,1992-1994,0.38
Jefferson,1992,Arson,36,Juvenile,Property,1992-1994,6.83
Jefferson,1992,Burglary,235,Adult,Property,1992-1994,6.88
Jefferson,1992,Burglary,335,Juvenile,Property,1992-1994,63.55
Jefferson,1992,Drug Violations,276,Adult,Drug,1992-1994,8.08
Jefferson,1992,Drug Violations,143,Juvenile,Drug,1992-1994,27.13
Jefferson,1992,Forcible rape,27,Adult,Violent,1992-1994,0.79
Jefferson,1992,Forcible rape,4,Juvenile,Violent,1992-1994,0.76
Jefferson,1992,Larceny/Theft,2046,Adult,Property,1992-1994,59.88
Jefferson,1992,Larceny/Theft,1747,Juvenile,Property,1992-1994,331.42
Jefferson,1992,Motor Vehicle Theft,58,Adult,Property,1992-1994,1.7
Jefferson,1992,Motor Vehicle Theft,122,Juvenile,Property,1992-1994,23.14
Jefferson,1992,Murder/Manslaughter,4,Adult,Violent,1992-1994,0.12
Jefferson,1992,Murder/Manslaughter,1,Juvenile,Violent,1992-1994,0.19
Jefferson,1992,Robbery,67,Adult,Violent,1992-1994,1.96
Jefferson,1992,Robbery,50,Juvenile,Violent,1992-1994,9.49
Kiowa,1992,Aggravated Assault,1,Adult,Violent,1992-1994,8.18
Kiowa,1992,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Kiowa,1992,Arson,0,Adult,Property,1992-1994,0
Kiowa,1992,Arson,0,Juvenile,Property,1992-1994,0
Kiowa,1992,Burglary,1,Adult,Property,1992-1994,8.18
Kiowa,1992,Burglary,1,Juvenile,Property,1992-1994,43.67
Kiowa,1992,Drug Violations,0,Adult,Drug,1992-1994,0
Kiowa,1992,Drug Violations,0,Juvenile,Drug,1992-1994,0
Kiowa,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Kiowa,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Kiowa,1992,Larceny/Theft,3,Adult,Property,1992-1994,24.55
Kiowa,1992,Larceny/Theft,0,Juvenile,Property,1992-1994,0
Kiowa,1992,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Kiowa,1992,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Kiowa,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Kiowa,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Kiowa,1992,Robbery,0,Adult,Violent,1992-1994,0
Kiowa,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Kit Carson,1992,Aggravated Assault,8,Adult,Violent,1992-1994,15.5
Kit Carson,1992,Aggravated Assault,1,Juvenile,Violent,1992-1994,10.79
Kit Carson,1992,Arson,1,Adult,Property,1992-1994,1.94
Kit Carson,1992,Arson,0,Juvenile,Property,1992-1994,0
Kit Carson,1992,Burglary,3,Adult,Property,1992-1994,5.81
Kit Carson,1992,Burglary,1,Juvenile,Property,1992-1994,10.79
Kit Carson,1992,Drug Violations,13,Adult,Drug,1992-1994,25.19
Kit Carson,1992,Drug Violations,1,Juvenile,Drug,1992-1994,10.79
Kit Carson,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Kit Carson,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Kit Carson,1992,Larceny/Theft,10,Adult,Property,1992-1994,19.38
Kit Carson,1992,Larceny/Theft,3,Juvenile,Property,1992-1994,32.36
Kit Carson,1992,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Kit Carson,1992,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Kit Carson,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Kit Carson,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Kit Carson,1992,Robbery,0,Adult,Violent,1992-1994,0
Kit Carson,1992,Robbery,0,Juvenile,Violent,1992-1994,0
La Plata,1992,Aggravated Assault,100,Adult,Violent,1992-1994,38.71
La Plata,1992,Aggravated Assault,21,Juvenile,Violent,1992-1994,56.19
La Plata,1992,Arson,0,Adult,Property,1992-1994,0
La Plata,1992,Arson,0,Juvenile,Property,1992-1994,0
La Plata,1992,Burglary,39,Adult,Property,1992-1994,15.1
La Plata,1992,Burglary,56,Juvenile,Property,1992-1994,149.85
La Plata,1992,Drug Violations,31,Adult,Drug,1992-1994,12
La Plata,1992,Drug Violations,6,Juvenile,Drug,1992-1994,16.06
La Plata,1992,Forcible rape,8,Adult,Violent,1992-1994,3.1
La Plata,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
La Plata,1992,Larceny/Theft,197,Adult,Property,1992-1994,76.26
La Plata,1992,Larceny/Theft,122,Juvenile,Property,1992-1994,326.47
La Plata,1992,Motor Vehicle Theft,10,Adult,Property,1992-1994,3.87
La Plata,1992,Motor Vehicle Theft,2,Juvenile,Property,1992-1994,5.35
La Plata,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
La Plata,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
La Plata,1992,Robbery,2,Adult,Violent,1992-1994,0.77
La Plata,1992,Robbery,1,Juvenile,Violent,1992-1994,2.68
Lake,1992,Aggravated Assault,10,Adult,Violent,1992-1994,22.31
Lake,1992,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Lake,1992,Arson,0,Adult,Property,1992-1994,0
Lake,1992,Arson,0,Juvenile,Property,1992-1994,0
Lake,1992,Burglary,0,Adult,Property,1992-1994,0
Lake,1992,Burglary,0,Juvenile,Property,1992-1994,0
Lake,1992,Drug Violations,12,Adult,Drug,1992-1994,26.77
Lake,1992,Drug Violations,3,Juvenile,Drug,1992-1994,43.73
Lake,1992,Forcible rape,1,Adult,Violent,1992-1994,2.23
Lake,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Lake,1992,Larceny/Theft,11,Adult,Property,1992-1994,24.54
Lake,1992,Larceny/Theft,0,Juvenile,Property,1992-1994,0
Lake,1992,Motor Vehicle Theft,2,Adult,Property,1992-1994,4.46
Lake,1992,Motor Vehicle Theft,2,Juvenile,Property,1992-1994,29.15
Lake,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Lake,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Lake,1992,Robbery,0,Adult,Violent,1992-1994,0
Lake,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Larimer,1992,Aggravated Assault,80,Adult,Violent,1992-1994,5.34
Larimer,1992,Aggravated Assault,23,Juvenile,Violent,1992-1994,10.88
Larimer,1992,Arson,4,Adult,Property,1992-1994,0.27
Larimer,1992,Arson,0,Juvenile,Property,1992-1994,0
Larimer,1992,Burglary,45,Adult,Property,1992-1994,3.01
Larimer,1992,Burglary,38,Juvenile,Property,1992-1994,17.98
Larimer,1992,Drug Violations,162,Adult,Drug,1992-1994,10.82
Larimer,1992,Drug Violations,26,Juvenile,Drug,1992-1994,12.3
Larimer,1992,Forcible rape,7,Adult,Violent,1992-1994,0.47
Larimer,1992,Forcible rape,9,Juvenile,Violent,1992-1994,4.26
Larimer,1992,Larceny/Theft,367,Adult,Property,1992-1994,24.51
Larimer,1992,Larceny/Theft,344,Juvenile,Property,1992-1994,162.76
Larimer,1992,Motor Vehicle Theft,13,Adult,Property,1992-1994,0.87
Larimer,1992,Motor Vehicle Theft,17,Juvenile,Property,1992-1994,8.04
Larimer,1992,Murder/Manslaughter,2,Adult,Violent,1992-1994,0.13
Larimer,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Larimer,1992,Robbery,4,Adult,Violent,1992-1994,0.27
Larimer,1992,Robbery,2,Juvenile,Violent,1992-1994,0.95
Las Animas,1992,Aggravated Assault,25,Adult,Violent,1992-1994,23.84
Las Animas,1992,Aggravated Assault,10,Juvenile,Violent,1992-1994,59.31
Las Animas,1992,Arson,1,Adult,Property,1992-1994,0.95
Las Animas,1992,Arson,0,Juvenile,Property,1992-1994,0
Las Animas,1992,Burglary,8,Adult,Property,1992-1994,7.63
Las Animas,1992,Burglary,12,Juvenile,Property,1992-1994,71.17
Las Animas,1992,Drug Violations,26,Adult,Drug,1992-1994,24.79
Las Animas,1992,Drug Violations,3,Juvenile,Drug,1992-1994,17.79
Las Animas,1992,Forcible rape,3,Adult,Violent,1992-1994,2.86
Las Animas,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Las Animas,1992,Larceny/Theft,47,Adult,Property,1992-1994,44.82
Las Animas,1992,Larceny/Theft,23,Juvenile,Property,1992-1994,136.42
Las Animas,1992,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Las Animas,1992,Motor Vehicle Theft,2,Juvenile,Property,1992-1994,11.86
Las Animas,1992,Murder/Manslaughter,1,Adult,Violent,1992-1994,0.95
Las Animas,1992,Murder/Manslaughter,1,Juvenile,Violent,1992-1994,5.93
Las Animas,1992,Robbery,2,Adult,Violent,1992-1994,1.91
Las Animas,1992,Robbery,1,Juvenile,Violent,1992-1994,5.93
Lincoln,1992,Aggravated Assault,6,Adult,Violent,1992-1994,13.57
Lincoln,1992,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Lincoln,1992,Arson,0,Adult,Property,1992-1994,0
Lincoln,1992,Arson,0,Juvenile,Property,1992-1994,0
Lincoln,1992,Burglary,1,Adult,Property,1992-1994,2.26
Lincoln,1992,Burglary,0,Juvenile,Property,1992-1994,0
Lincoln,1992,Drug Violations,8,Adult,Drug,1992-1994,18.1
Lincoln,1992,Drug Violations,0,Juvenile,Drug,1992-1994,0
Lincoln,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Lincoln,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Lincoln,1992,Larceny/Theft,24,Adult,Property,1992-1994,54.29
Lincoln,1992,Larceny/Theft,4,Juvenile,Property,1992-1994,61.54
Lincoln,1992,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Lincoln,1992,Motor Vehicle Theft,2,Juvenile,Property,1992-1994,30.77
Lincoln,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Lincoln,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Lincoln,1992,Robbery,0,Adult,Violent,1992-1994,0
Lincoln,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Logan,1992,Aggravated Assault,17,Adult,Violent,1992-1994,13.13
Logan,1992,Aggravated Assault,8,Juvenile,Violent,1992-1994,38.91
Logan,1992,Arson,1,Adult,Property,1992-1994,0.77
Logan,1992,Arson,9,Juvenile,Property,1992-1994,43.77
Logan,1992,Burglary,9,Adult,Property,1992-1994,6.95
Logan,1992,Burglary,10,Juvenile,Property,1992-1994,48.64
Logan,1992,Drug Violations,20,Adult,Drug,1992-1994,15.44
Logan,1992,Drug Violations,0,Juvenile,Drug,1992-1994,0
Logan,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Logan,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Logan,1992,Larceny/Theft,95,Adult,Property,1992-1994,73.36
Logan,1992,Larceny/Theft,68,Juvenile,Property,1992-1994,330.74
Logan,1992,Motor Vehicle Theft,6,Adult,Property,1992-1994,4.63
Logan,1992,Motor Vehicle Theft,6,Juvenile,Property,1992-1994,29.18
Logan,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Logan,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Logan,1992,Robbery,0,Adult,Violent,1992-1994,0
Logan,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Mesa,1992,Aggravated Assault,94,Adult,Violent,1992-1994,13.13
Mesa,1992,Aggravated Assault,30,Juvenile,Violent,1992-1994,26.04
Mesa,1992,Arson,7,Adult,Property,1992-1994,0.98
Mesa,1992,Arson,1,Juvenile,Property,1992-1994,0.87
Mesa,1992,Burglary,85,Adult,Property,1992-1994,11.88
Mesa,1992,Burglary,77,Juvenile,Property,1992-1994,66.84
Mesa,1992,Drug Violations,82,Adult,Drug,1992-1994,11.46
Mesa,1992,Drug Violations,17,Juvenile,Drug,1992-1994,14.76
Mesa,1992,Forcible rape,5,Adult,Violent,1992-1994,0.7
Mesa,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Mesa,1992,Larceny/Theft,554,Adult,Property,1992-1994,77.4
Mesa,1992,Larceny/Theft,455,Juvenile,Property,1992-1994,394.97
Mesa,1992,Motor Vehicle Theft,40,Adult,Property,1992-1994,5.59
Mesa,1992,Motor Vehicle Theft,40,Juvenile,Property,1992-1994,34.72
Mesa,1992,Murder/Manslaughter,12,Adult,Violent,1992-1994,1.68
Mesa,1992,Murder/Manslaughter,1,Juvenile,Violent,1992-1994,0.87
Mesa,1992,Robbery,16,Adult,Violent,1992-1994,2.24
Mesa,1992,Robbery,10,Juvenile,Violent,1992-1994,8.68
Mineral,1992,Aggravated Assault,0,Adult,Violent,1992-1994,0
Mineral,1992,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Mineral,1992,Arson,0,Adult,Property,1992-1994,0
Mineral,1992,Arson,0,Juvenile,Property,1992-1994,0
Mineral,1992,Burglary,0,Adult,Property,1992-1994,0
Mineral,1992,Burglary,0,Juvenile,Property,1992-1994,0
Mineral,1992,Drug Violations,5,Adult,Drug,1992-1994,110.38
Mineral,1992,Drug Violations,0,Juvenile,Drug,1992-1994,0
Mineral,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Mineral,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Mineral,1992,Larceny/Theft,0,Adult,Property,1992-1994,0
Mineral,1992,Larceny/Theft,0,Juvenile,Property,1992-1994,0
Mineral,1992,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Mineral,1992,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Mineral,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Mineral,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Mineral,1992,Robbery,0,Adult,Violent,1992-1994,0
Mineral,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Moffat,1992,Aggravated Assault,16,Adult,Violent,1992-1994,20
Moffat,1992,Aggravated Assault,5,Juvenile,Violent,1992-1994,30.45
Moffat,1992,Arson,0,Adult,Property,1992-1994,0
Moffat,1992,Arson,0,Juvenile,Property,1992-1994,0
Moffat,1992,Burglary,5,Adult,Property,1992-1994,6.25
Moffat,1992,Burglary,4,Juvenile,Property,1992-1994,24.36
Moffat,1992,Drug Violations,12,Adult,Drug,1992-1994,15
Moffat,1992,Drug Violations,0,Juvenile,Drug,1992-1994,0
Moffat,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Moffat,1992,Forcible rape,0,Juvenile,Violent,1992-1994,0
Moffat,1992,Larceny/Theft,38,Adult,Property,1992-1994,47.49
Moffat,1992,Larceny/Theft,51,Juvenile,Property,1992-1994,310.6
Moffat,1992,Motor Vehicle Theft,1,Adult,Property,1992-1994,1.25
