County,Year,Crime,Arrests,Age Group,Which,Year group,Rate
Mesa,2004,Motor Vehicle Theft,18,Juvenile,Property,2000-2004,12.65
Mesa,2004,Murder/Manslaughter,3,Adult,Violent,2000-2004,0.31
Mesa,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Mesa,2004,Robbery,10,Adult,Violent,2000-2004,1.04
Mesa,2004,Robbery,5,Juvenile,Violent,2000-2004,3.51
Mineral,2004,Aggravated Assault,0,Adult,Violent,2000-2004,0
Mineral,2004,Aggravated Assault,0,Juvenile,Violent,2000-2004,0
Mineral,2004,Arson,0,Adult,Property,2000-2004,0
Mineral,2004,Arson,0,Juvenile,Property,2000-2004,0
Mineral,2004,Burglary,0,Adult,Property,2000-2004,0
Mineral,2004,Burglary,0,Juvenile,Property,2000-2004,0
Mineral,2004,Drug Violations,0,Adult,Drug,2000-2004,0
Mineral,2004,Drug Violations,0,Juvenile,Drug,2000-2004,0
Mineral,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Mineral,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Mineral,2004,Larceny/Theft,1,Adult,Property,2000-2004,14.66
Mineral,2004,Larceny/Theft,0,Juvenile,Property,2000-2004,0
Mineral,2004,Motor Vehicle Theft,0,Adult,Property,2000-2004,0
Mineral,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Mineral,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Mineral,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Mineral,2004,Robbery,0,Adult,Violent,2000-2004,0
Mineral,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Moffat,2004,Aggravated Assault,17,Adult,Violent,2000-2004,17.87
Moffat,2004,Aggravated Assault,2,Juvenile,Violent,2000-2004,11.39
Moffat,2004,Arson,1,Adult,Property,2000-2004,1.05
Moffat,2004,Arson,0,Juvenile,Property,2000-2004,0
Moffat,2004,Burglary,11,Adult,Property,2000-2004,11.56
Moffat,2004,Burglary,4,Juvenile,Property,2000-2004,22.78
Moffat,2004,Drug Violations,75,Adult,Drug,2000-2004,78.84
Moffat,2004,Drug Violations,9,Juvenile,Drug,2000-2004,51.25
Moffat,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Moffat,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Moffat,2004,Larceny/Theft,28,Adult,Property,2000-2004,29.43
Moffat,2004,Larceny/Theft,18,Juvenile,Property,2000-2004,102.51
Moffat,2004,Motor Vehicle Theft,6,Adult,Property,2000-2004,6.31
Moffat,2004,Motor Vehicle Theft,4,Juvenile,Property,2000-2004,22.78
Moffat,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Moffat,2004,Murder/Manslaughter,1,Juvenile,Violent,2000-2004,5.69
Moffat,2004,Robbery,0,Adult,Violent,2000-2004,0
Moffat,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Montezuma,2004,Aggravated Assault,50,Adult,Violent,2000-2004,27.31
Montezuma,2004,Aggravated Assault,6,Juvenile,Violent,2000-2004,20.11
Montezuma,2004,Arson,0,Adult,Property,2000-2004,0
Montezuma,2004,Arson,3,Juvenile,Property,2000-2004,10.06
Montezuma,2004,Burglary,17,Adult,Property,2000-2004,9.29
Montezuma,2004,Burglary,1,Juvenile,Property,2000-2004,3.35
Montezuma,2004,Drug Violations,12,Adult,Drug,2000-2004,6.55
Montezuma,2004,Drug Violations,0,Juvenile,Drug,2000-2004,0
Montezuma,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Montezuma,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Montezuma,2004,Larceny/Theft,63,Adult,Property,2000-2004,34.41
Montezuma,2004,Larceny/Theft,45,Juvenile,Property,2000-2004,150.85
Montezuma,2004,Motor Vehicle Theft,4,Adult,Property,2000-2004,2.18
Montezuma,2004,Motor Vehicle Theft,1,Juvenile,Property,2000-2004,3.35
Montezuma,2004,Murder/Manslaughter,6,Adult,Violent,2000-2004,3.28
Montezuma,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Montezuma,2004,Robbery,1,Adult,Violent,2000-2004,0.55
Montezuma,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Montrose,2004,Aggravated Assault,14,Adult,Violent,2000-2004,5.2
Montrose,2004,Aggravated Assault,4,Juvenile,Violent,2000-2004,9.25
Montrose,2004,Arson,0,Adult,Property,2000-2004,0
Montrose,2004,Arson,0,Juvenile,Property,2000-2004,0
Montrose,2004,Burglary,1,Adult,Property,2000-2004,0.37
Montrose,2004,Burglary,0,Juvenile,Property,2000-2004,0
Montrose,2004,Drug Violations,80,Adult,Drug,2000-2004,29.7
Montrose,2004,Drug Violations,31,Juvenile,Drug,2000-2004,71.69
Montrose,2004,Forcible rape,6,Adult,Violent,2000-2004,2.23
Montrose,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Montrose,2004,Larceny/Theft,55,Adult,Property,2000-2004,20.42
Montrose,2004,Larceny/Theft,68,Juvenile,Property,2000-2004,157.26
Montrose,2004,Motor Vehicle Theft,4,Adult,Property,2000-2004,1.48
Montrose,2004,Motor Vehicle Theft,1,Juvenile,Property,2000-2004,2.31
Montrose,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Montrose,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Montrose,2004,Robbery,1,Adult,Violent,2000-2004,0.37
Montrose,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Morgan,2004,Aggravated Assault,13,Adult,Violent,2000-2004,6.57
Morgan,2004,Aggravated Assault,1,Juvenile,Violent,2000-2004,2.87
Morgan,2004,Arson,1,Adult,Property,2000-2004,0.51
Morgan,2004,Arson,0,Juvenile,Property,2000-2004,0
Morgan,2004,Burglary,32,Adult,Property,2000-2004,16.17
Morgan,2004,Burglary,9,Juvenile,Property,2000-2004,25.86
Morgan,2004,Drug Violations,74,Adult,Drug,2000-2004,37.39
Morgan,2004,Drug Violations,12,Juvenile,Drug,2000-2004,34.48
Morgan,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Morgan,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Morgan,2004,Larceny/Theft,72,Adult,Property,2000-2004,36.38
Morgan,2004,Larceny/Theft,72,Juvenile,Property,2000-2004,206.9
Morgan,2004,Motor Vehicle Theft,3,Adult,Property,2000-2004,1.52
Morgan,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Morgan,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Morgan,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Morgan,2004,Robbery,1,Adult,Violent,2000-2004,0.51
Morgan,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Otero,2004,Aggravated Assault,27,Adult,Violent,2000-2004,18.51
Otero,2004,Aggravated Assault,3,Juvenile,Violent,2000-2004,12.77
Otero,2004,Arson,0,Adult,Property,2000-2004,0
Otero,2004,Arson,0,Juvenile,Property,2000-2004,0
Otero,2004,Burglary,7,Adult,Property,2000-2004,4.8
Otero,2004,Burglary,0,Juvenile,Property,2000-2004,0
Otero,2004,Drug Violations,5,Adult,Drug,2000-2004,3.43
Otero,2004,Drug Violations,3,Juvenile,Drug,2000-2004,12.77
Otero,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Otero,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Otero,2004,Larceny/Theft,68,Adult,Property,2000-2004,46.62
Otero,2004,Larceny/Theft,17,Juvenile,Property,2000-2004,72.37
Otero,2004,Motor Vehicle Theft,1,Adult,Property,2000-2004,0.69
Otero,2004,Motor Vehicle Theft,1,Juvenile,Property,2000-2004,4.26
Otero,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Otero,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Otero,2004,Robbery,2,Adult,Violent,2000-2004,1.37
Otero,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Ouray,2004,Aggravated Assault,0,Adult,Violent,2000-2004,0
Ouray,2004,Aggravated Assault,0,Juvenile,Violent,2000-2004,0
Ouray,2004,Arson,0,Adult,Property,2000-2004,0
Ouray,2004,Arson,0,Juvenile,Property,2000-2004,0
Ouray,2004,Burglary,0,Adult,Property,2000-2004,0
Ouray,2004,Burglary,0,Juvenile,Property,2000-2004,0
Ouray,2004,Drug Violations,3,Adult,Drug,2000-2004,9.39
Ouray,2004,Drug Violations,1,Juvenile,Drug,2000-2004,22.88
Ouray,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Ouray,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Ouray,2004,Larceny/Theft,2,Adult,Property,2000-2004,6.26
Ouray,2004,Larceny/Theft,2,Juvenile,Property,2000-2004,45.77
Ouray,2004,Motor Vehicle Theft,0,Adult,Property,2000-2004,0
Ouray,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Ouray,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Ouray,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Ouray,2004,Robbery,0,Adult,Violent,2000-2004,0
Ouray,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Park,2004,Aggravated Assault,11,Adult,Violent,2000-2004,8.83
Park,2004,Aggravated Assault,0,Juvenile,Violent,2000-2004,0
Park,2004,Arson,1,Adult,Property,2000-2004,0.8
Park,2004,Arson,0,Juvenile,Property,2000-2004,0
Park,2004,Burglary,2,Adult,Property,2000-2004,1.61
Park,2004,Burglary,3,Juvenile,Property,2000-2004,17.94
Park,2004,Drug Violations,76,Adult,Drug,2000-2004,61.03
Park,2004,Drug Violations,16,Juvenile,Drug,2000-2004,95.69
Park,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Park,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Park,2004,Larceny/Theft,0,Adult,Property,2000-2004,0
Park,2004,Larceny/Theft,0,Juvenile,Property,2000-2004,0
Park,2004,Motor Vehicle Theft,2,Adult,Property,2000-2004,1.61
Park,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Park,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Park,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Park,2004,Robbery,0,Adult,Violent,2000-2004,0
Park,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Phillips,2004,Aggravated Assault,1,Adult,Violent,2000-2004,2.93
Phillips,2004,Aggravated Assault,1,Juvenile,Violent,2000-2004,18.25
Phillips,2004,Arson,0,Adult,Property,2000-2004,0
Phillips,2004,Arson,0,Juvenile,Property,2000-2004,0
Phillips,2004,Burglary,1,Adult,Property,2000-2004,2.93
Phillips,2004,Burglary,0,Juvenile,Property,2000-2004,0
Phillips,2004,Drug Violations,1,Adult,Drug,2000-2004,2.93
Phillips,2004,Drug Violations,0,Juvenile,Drug,2000-2004,0
Phillips,2004,Forcible rape,1,Adult,Violent,2000-2004,2.93
Phillips,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Phillips,2004,Larceny/Theft,7,Adult,Property,2000-2004,20.53
Phillips,2004,Larceny/Theft,3,Juvenile,Property,2000-2004,54.74
Phillips,2004,Motor Vehicle Theft,2,Adult,Property,2000-2004,5.87
Phillips,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Phillips,2004,Murder/Manslaughter,1,Adult,Violent,2000-2004,2.93
Phillips,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Phillips,2004,Robbery,0,Adult,Violent,2000-2004,0
Phillips,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Pitkin,2004,Aggravated Assault,46,Adult,Violent,2000-2004,34.34
Pitkin,2004,Aggravated Assault,0,Juvenile,Violent,2000-2004,0
Pitkin,2004,Arson,1,Adult,Property,2000-2004,0.75
Pitkin,2004,Arson,0,Juvenile,Property,2000-2004,0
Pitkin,2004,Burglary,11,Adult,Property,2000-2004,8.21
Pitkin,2004,Burglary,0,Juvenile,Property,2000-2004,0
Pitkin,2004,Drug Violations,29,Adult,Drug,2000-2004,21.65
Pitkin,2004,Drug Violations,0,Juvenile,Drug,2000-2004,0
Pitkin,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Pitkin,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Pitkin,2004,Larceny/Theft,38,Adult,Property,2000-2004,28.37
Pitkin,2004,Larceny/Theft,1,Juvenile,Property,2000-2004,7.46
Pitkin,2004,Motor Vehicle Theft,0,Adult,Property,2000-2004,0
Pitkin,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Pitkin,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Pitkin,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Pitkin,2004,Robbery,0,Adult,Violent,2000-2004,0
Pitkin,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Prowers,2004,Aggravated Assault,8,Adult,Violent,2000-2004,8.21
Prowers,2004,Aggravated Assault,0,Juvenile,Violent,2000-2004,0
Prowers,2004,Arson,0,Adult,Property,2000-2004,0
Prowers,2004,Arson,0,Juvenile,Property,2000-2004,0
Prowers,2004,Burglary,17,Adult,Property,2000-2004,17.45
Prowers,2004,Burglary,0,Juvenile,Property,2000-2004,0
Prowers,2004,Drug Violations,22,Adult,Drug,2000-2004,22.58
Prowers,2004,Drug Violations,3,Juvenile,Drug,2000-2004,17.42
Prowers,2004,Forcible rape,2,Adult,Violent,2000-2004,2.05
Prowers,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Prowers,2004,Larceny/Theft,40,Adult,Property,2000-2004,41.05
Prowers,2004,Larceny/Theft,28,Juvenile,Property,2000-2004,162.6
Prowers,2004,Motor Vehicle Theft,3,Adult,Property,2000-2004,3.08
Prowers,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Prowers,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Prowers,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Prowers,2004,Robbery,1,Adult,Violent,2000-2004,1.03
Prowers,2004,Robbery,5,Juvenile,Violent,2000-2004,29.04
Pueblo,2004,Aggravated Assault,82,Adult,Violent,2000-2004,7.36
Pueblo,2004,Aggravated Assault,23,Juvenile,Violent,2000-2004,13.38
Pueblo,2004,Arson,2,Adult,Property,2000-2004,0.18
Pueblo,2004,Arson,2,Juvenile,Property,2000-2004,1.16
Pueblo,2004,Burglary,107,Adult,Property,2000-2004,9.6
Pueblo,2004,Burglary,17,Juvenile,Property,2000-2004,9.89
Pueblo,2004,Drug Violations,320,Adult,Drug,2000-2004,28.71
Pueblo,2004,Drug Violations,126,Juvenile,Drug,2000-2004,73.29
Pueblo,2004,Forcible rape,8,Adult,Violent,2000-2004,0.72
Pueblo,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Pueblo,2004,Larceny/Theft,702,Adult,Property,2000-2004,62.99
Pueblo,2004,Larceny/Theft,417,Juvenile,Property,2000-2004,242.57
Pueblo,2004,Motor Vehicle Theft,22,Adult,Property,2000-2004,1.97
Pueblo,2004,Motor Vehicle Theft,22,Juvenile,Property,2000-2004,12.8
Pueblo,2004,Murder/Manslaughter,3,Adult,Violent,2000-2004,0.27
Pueblo,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Pueblo,2004,Robbery,55,Adult,Violent,2000-2004,4.93
Pueblo,2004,Robbery,13,Juvenile,Violent,2000-2004,7.56
Rio Blanco,2004,Aggravated Assault,8,Adult,Violent,2000-2004,17.87
Rio Blanco,2004,Aggravated Assault,1,Juvenile,Violent,2000-2004,13.18
Rio Blanco,2004,Arson,0,Adult,Property,2000-2004,0
Rio Blanco,2004,Arson,0,Juvenile,Property,2000-2004,0
Rio Blanco,2004,Burglary,2,Adult,Property,2000-2004,4.47
Rio Blanco,2004,Burglary,0,Juvenile,Property,2000-2004,0
Rio Blanco,2004,Drug Violations,14,Adult,Drug,2000-2004,31.26
Rio Blanco,2004,Drug Violations,2,Juvenile,Drug,2000-2004,26.35
Rio Blanco,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Rio Blanco,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Rio Blanco,2004,Larceny/Theft,3,Adult,Property,2000-2004,6.7
Rio Blanco,2004,Larceny/Theft,2,Juvenile,Property,2000-2004,26.35
Rio Blanco,2004,Motor Vehicle Theft,2,Adult,Property,2000-2004,4.47
Rio Blanco,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Rio Blanco,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Rio Blanco,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Rio Blanco,2004,Robbery,0,Adult,Violent,2000-2004,0
Rio Blanco,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Rio Grande,2004,Aggravated Assault,25,Adult,Violent,2000-2004,26.46
Rio Grande,2004,Aggravated Assault,1,Juvenile,Violent,2000-2004,6.46
Rio Grande,2004,Arson,0,Adult,Property,2000-2004,0
Rio Grande,2004,Arson,0,Juvenile,Property,2000-2004,0
Rio Grande,2004,Burglary,15,Adult,Property,2000-2004,15.88
Rio Grande,2004,Burglary,4,Juvenile,Property,2000-2004,25.82
Rio Grande,2004,Drug Violations,45,Adult,Drug,2000-2004,47.63
Rio Grande,2004,Drug Violations,5,Juvenile,Drug,2000-2004,32.28
Rio Grande,2004,Forcible rape,3,Adult,Violent,2000-2004,3.18
Rio Grande,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Rio Grande,2004,Larceny/Theft,30,Adult,Property,2000-2004,31.75
Rio Grande,2004,Larceny/Theft,19,Juvenile,Property,2000-2004,122.66
Rio Grande,2004,Motor Vehicle Theft,0,Adult,Property,2000-2004,0
Rio Grande,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Rio Grande,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Rio Grande,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Rio Grande,2004,Robbery,2,Adult,Violent,2000-2004,2.12
Rio Grande,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Routt,2004,Aggravated Assault,9,Adult,Violent,2000-2004,5.39
Routt,2004,Aggravated Assault,0,Juvenile,Violent,2000-2004,0
Routt,2004,Arson,0,Adult,Property,2000-2004,0
Routt,2004,Arson,0,Juvenile,Property,2000-2004,0
Routt,2004,Burglary,2,Adult,Property,2000-2004,1.2
Routt,2004,Burglary,0,Juvenile,Property,2000-2004,0
Routt,2004,Drug Violations,24,Adult,Drug,2000-2004,14.39
Routt,2004,Drug Violations,7,Juvenile,Drug,2000-2004,30.38
Routt,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Routt,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Routt,2004,Larceny/Theft,16,Adult,Property,2000-2004,9.59
Routt,2004,Larceny/Theft,14,Juvenile,Property,2000-2004,60.76
Routt,2004,Motor Vehicle Theft,3,Adult,Property,2000-2004,1.8
Routt,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Routt,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Routt,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Routt,2004,Robbery,0,Adult,Violent,2000-2004,0
Routt,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Saguache,2004,Aggravated Assault,16,Adult,Violent,2000-2004,34.46
Saguache,2004,Aggravated Assault,0,Juvenile,Violent,2000-2004,0
Saguache,2004,Arson,0,Adult,Property,2000-2004,0
Saguache,2004,Arson,0,Juvenile,Property,2000-2004,0
Saguache,2004,Burglary,5,Adult,Property,2000-2004,10.77
Saguache,2004,Burglary,0,Juvenile,Property,2000-2004,0
Saguache,2004,Drug Violations,13,Adult,Drug,2000-2004,28
Saguache,2004,Drug Violations,2,Juvenile,Drug,2000-2004,27.55
Saguache,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Saguache,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Saguache,2004,Larceny/Theft,4,Adult,Property,2000-2004,8.62
Saguache,2004,Larceny/Theft,3,Juvenile,Property,2000-2004,41.32
Saguache,2004,Motor Vehicle Theft,1,Adult,Property,2000-2004,2.15
Saguache,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Saguache,2004,Murder/Manslaughter,2,Adult,Violent,2000-2004,4.31
Saguache,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Saguache,2004,Robbery,0,Adult,Violent,2000-2004,0
Saguache,2004,Robbery,0,Juvenile,Violent,2000-2004,0
San Juan,2004,Aggravated Assault,3,Adult,Violent,2000-2004,56.82
San Juan,2004,Aggravated Assault,0,Juvenile,Violent,2000-2004,0
San Juan,2004,Arson,0,Adult,Property,2000-2004,0
San Juan,2004,Arson,0,Juvenile,Property,2000-2004,0
San Juan,2004,Burglary,0,Adult,Property,2000-2004,0
San Juan,2004,Burglary,0,Juvenile,Property,2000-2004,0
San Juan,2004,Drug Violations,8,Adult,Drug,2000-2004,151.52
San Juan,2004,Drug Violations,1,Juvenile,Drug,2000-2004,204.08
San Juan,2004,Forcible rape,0,Adult,Violent,2000-2004,0
San Juan,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
San Juan,2004,Larceny/Theft,0,Adult,Property,2000-2004,0
San Juan,2004,Larceny/Theft,2,Juvenile,Property,2000-2004,408.16
San Juan,2004,Motor Vehicle Theft,0,Adult,Property,2000-2004,0
San Juan,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
San Juan,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
San Juan,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
San Juan,2004,Robbery,0,Adult,Violent,2000-2004,0
San Juan,2004,Robbery,0,Juvenile,Violent,2000-2004,0
San Miguel,2004,Aggravated Assault,3,Adult,Violent,2000-2004,5.18
San Miguel,2004,Aggravated Assault,0,Juvenile,Violent,2000-2004,0
San Miguel,2004,Arson,0,Adult,Property,2000-2004,0
San Miguel,2004,Arson,0,Juvenile,Property,2000-2004,0
San Miguel,2004,Burglary,2,Adult,Property,2000-2004,3.45
San Miguel,2004,Burglary,0,Juvenile,Property,2000-2004,0
San Miguel,2004,Drug Violations,30,Adult,Drug,2000-2004,51.79
San Miguel,2004,Drug Violations,0,Juvenile,Drug,2000-2004,0
San Miguel,2004,Forcible rape,1,Adult,Violent,2000-2004,1.73
San Miguel,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
San Miguel,2004,Larceny/Theft,13,Adult,Property,2000-2004,22.44
San Miguel,2004,Larceny/Theft,0,Juvenile,Property,2000-2004,0
San Miguel,2004,Motor Vehicle Theft,2,Adult,Property,2000-2004,3.45
San Miguel,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
San Miguel,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
San Miguel,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
San Miguel,2004,Robbery,0,Adult,Violent,2000-2004,0
San Miguel,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Sedgwick,2004,Aggravated Assault,5,Adult,Violent,2000-2004,24.26
Sedgwick,2004,Aggravated Assault,1,Juvenile,Violent,2000-2004,38.76
Sedgwick,2004,Arson,0,Adult,Property,2000-2004,0
Sedgwick,2004,Arson,0,Juvenile,Property,2000-2004,0
Sedgwick,2004,Burglary,3,Adult,Property,2000-2004,14.56
Sedgwick,2004,Burglary,0,Juvenile,Property,2000-2004,0
Sedgwick,2004,Drug Violations,3,Adult,Drug,2000-2004,14.56
Sedgwick,2004,Drug Violations,2,Juvenile,Drug,2000-2004,77.52
Sedgwick,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Sedgwick,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Sedgwick,2004,Larceny/Theft,3,Adult,Property,2000-2004,14.56
Sedgwick,2004,Larceny/Theft,0,Juvenile,Property,2000-2004,0
Sedgwick,2004,Motor Vehicle Theft,0,Adult,Property,2000-2004,0
Sedgwick,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Sedgwick,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Sedgwick,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Sedgwick,2004,Robbery,0,Adult,Violent,2000-2004,0
Sedgwick,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Summit,2004,Aggravated Assault,13,Adult,Violent,2000-2004,5.84
Summit,2004,Aggravated Assault,0,Juvenile,Violent,2000-2004,0
Summit,2004,Arson,0,Adult,Property,2000-2004,0
Summit,2004,Arson,0,Juvenile,Property,2000-2004,0
Summit,2004,Burglary,6,Adult,Property,2000-2004,2.69
Summit,2004,Burglary,0,Juvenile,Property,2000-2004,0
Summit,2004,Drug Violations,60,Adult,Drug,2000-2004,26.93
Summit,2004,Drug Violations,7,Juvenile,Drug,2000-2004,39.73
Summit,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Summit,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Summit,2004,Larceny/Theft,50,Adult,Property,2000-2004,22.45
Summit,2004,Larceny/Theft,15,Juvenile,Property,2000-2004,85.13
Summit,2004,Motor Vehicle Theft,3,Adult,Property,2000-2004,1.35
Summit,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Summit,2004,Murder/Manslaughter,0,Adult,Violent,2000-2004,0
Summit,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Summit,2004,Robbery,2,Adult,Violent,2000-2004,0.9
Summit,2004,Robbery,1,Juvenile,Violent,2000-2004,5.68
Teller,2004,Aggravated Assault,19,Adult,Violent,2000-2004,11.18
Teller,2004,Aggravated Assault,3,Juvenile,Violent,2000-2004,10.97
Teller,2004,Arson,2,Adult,Property,2000-2004,1.18
Teller,2004,Arson,2,Juvenile,Property,2000-2004,7.32
Teller,2004,Burglary,8,Adult,Property,2000-2004,4.71
Teller,2004,Burglary,7,Juvenile,Property,2000-2004,25.6
Teller,2004,Drug Violations,115,Adult,Drug,2000-2004,67.68
Teller,2004,Drug Violations,29,Juvenile,Drug,2000-2004,106.07
Teller,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Teller,2004,Forcible rape,1,Juvenile,Violent,2000-2004,3.66
Teller,2004,Larceny/Theft,46,Adult,Property,2000-2004,27.07
Teller,2004,Larceny/Theft,19,Juvenile,Property,2000-2004,69.5
Teller,2004,Motor Vehicle Theft,2,Adult,Property,2000-2004,1.18
Teller,2004,Motor Vehicle Theft,0,Juvenile,Property,2000-2004,0
Teller,2004,Murder/Manslaughter,1,Adult,Violent,2000-2004,0.59
Teller,2004,Murder/Manslaughter,0,Juvenile,Violent,2000-2004,0
Teller,2004,Robbery,0,Adult,Violent,2000-2004,0
Teller,2004,Robbery,0,Juvenile,Violent,2000-2004,0
Washington,2004,Aggravated Assault,3,Adult,Violent,2000-2004,7.86
Washington,2004,Aggravated Assault,0,Juvenile,Violent,2000-2004,0
Washington,2004,Arson,0,Adult,Property,2000-2004,0
Washington,2004,Arson,0,Juvenile,Property,2000-2004,0
Washington,2004,Burglary,1,Adult,Property,2000-2004,2.62
Washington,2004,Burglary,0,Juvenile,Property,2000-2004,0
Washington,2004,Drug Violations,11,Adult,Drug,2000-2004,28.8
Washington,2004,Drug Violations,1,Juvenile,Drug,2000-2004,16.69
Washington,2004,Forcible rape,0,Adult,Violent,2000-2004,0
Washington,2004,Forcible rape,0,Juvenile,Violent,2000-2004,0
Washington,2004,Larceny/Theft,3,Adult,Property,2000-2004,7.86
Washington,2004,Larceny/Theft,0,Juvenile,Property,2000-2004,0
